date,election_type,level,election_name,registration,registration_basis,total_turnout,total_turnout_class,turnout_pct,night_of_count,night_count_class,night_observed_at,night_pct_of_final,eday_turnout,vbm_turnout,registration_source,total_turnout_source,night_of_count_source,eday_turnout_source,vbm_turnout_source,sources_record_id
1943-11-02,Municipal,city,,367352,reused from nearest general (approximate),217783,single-contest floor (a lower bound on ballots cast),59.3,217783,actual count as reported by the source,1943-11-03T03:00:00,100.0,,,1942-11-03 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1943-11-03 p1 — complete Mayor count 217,783 across all 1180 precincts used as citywide floor","SF Chronicle (NewsBank image scan via SFPL), 1943-11-03 p1 FINAL ELECTION EXTRA 'Final Returns' box — COMPLETE semi-official, all 1180/1180 precincts election night",,,1943-11-02
1944-05-16,Primary,city,,405921,reused from nearest general (approximate),188188,single-contest floor (a lower bound on ballots cast),46.4,1906,lower bound (only part of the count could be extracted; the true night count is higher),1944-05-17T03:00:00,1.0,,,1944-11-07 general-election registration (SF DOE historical turnout table),SF Chronicle 1944-05-18 complete returns,"SF Chronicle ELECTION EXTRA edition via NewsBank page image (SFPL ezproxy), 1944-05-17 p1 'The Latest Returns from S.F.' box",,,1944-05-16
1944-11-07,General,city,,405921,as recorded for this election,352409,certified / official canvass,86.8,,,,,,,SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),documented dead end: the ELECTION EXTRA printed no SF count (all 18 pages verified),,,1944-11-07
1945-11-06,Municipal,city,,405921,reused from nearest general (approximate),175485,news-derived complete count,43.2,1717,lower bound (only part of the count could be extracted; the true night count is higher),1945-11-07T03:00:00,1.0,,,1944-11-07 general-election registration (SF DOE historical turnout table),SF Chronicle 1945-11-08 complete semi-official returns,"SF Chronicle print edition via NewsBank page image (SFPL ezproxy), 1945-11-07 p1 'Election Returns' box (operator hand-read 2026-07-08): 'Complete semi-official returns from 12 widely scattered precin",,,1945-11-06
1946-07-16,Recall,city,,,,179415,certified / official canvass,,179415,actual count as reported by the source,1946-07-17T03:00:00,100.0,,,,"SF Chronicle (NewsBank image scan via SFPL), 1946-07-17 p1 — printed total vote 179,415 on the Lapham recall","SF Chronicle (NewsBank image scan via SFPL), 1946-07-17 p1 'Lapham Defeats the Recall' — COMPLETE semi-official, all 1198/1198 precincts",,,1946-07-16
1946-11-05,General,city,,430114,as recorded for this election,270457,certified / official canvass,62.9,235931,actual count as reported by the source,1946-11-06T03:00:00,87.2,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 270,457 consistent","SF Chronicle (NewsBank image scan via SFPL), 1946-11-06 U.S. Senator SF sum=235931, 1185/1197 precincts, partial",,,1946-11-05
1947-11-04,Municipal,city,,,,282414,news-derived complete count,,282414,actual count as reported by the source,1947-11-05T03:00:00,100.0,,,,"SF Chronicle (NewsBank image scan via SFPL), 1947-11-05 p1 — printed complete total vote 282,414","SF Chronicle (NewsBank image scan via SFPL), 1947-11-05 p1 FINAL Election Extra — COMPLETE semi-official, all precincts election night",,,1947-11-04
1948-06-01,Primary,city,,,,273248,certified / official canvass,,273248,actual count as reported by the source,1948-06-02T03:00:00,100.0,,,,"CA SoS Statement of Vote (Primary 1948-06-01), SF County certified TOTAL BALLOTS CAST 273,248 (complete all 1201 precincts election night). https://archive.org/details/stateofcaliforn194050cali/page/n","SF Chronicle (NewsBank image scan via SFPL), 1948-06-02 p1 FINAL ELECTION EXTRA — COMPLETE semi-official, all 1201/1201 precincts election night",,,1948-06-01
1948-11-02,General,city,,459769,as recorded for this election,359134,certified / official canvass,78.1,343732,actual count as reported by the source,1948-11-03T03:00:00,95.7,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 359,134 consistent (>= SOV SF President 350,709: Truman 167,726+Dewey 160,135+Wallace 21,492+other 1,356). CA SoS Statement of Vote 1948, https://archive.org/details/stateofcaliforn194050c","SF Chronicle (NewsBank image scan via SFPL), 1948-11-03 President SF sum=343732, 1204/1204 precincts, complete",,,1948-11-02
1949-11-08,Municipal,city,,,,237929,certified / official canvass,,237929,actual count as reported by the source,1949-11-09T03:00:00,100.0,,,,"SF Chronicle (NewsBank image scan via SFPL), 1949-11-09 p1 — City Attorney complete 237,929 (Holm 130,946 + O'Gara 106,983, human-verified) across all 1211 precincts used as citywide floor","SF Chronicle (NewsBank image scan via SFPL), 1949-11-09 p1 FINAL ELECTION EXTRA — COMPLETE semi-official, all 1211/1211 precincts election night",,,1949-11-08
1950-06-06,Primary,city,,,,268866,certified / official canvass,,268866,actual count as reported by the source,1950-06-07T03:00:00,100.0,,,,"CA SoS Statement of Vote (Primary 1950-06-06), SF County certified TOTAL BALLOTS CAST 268,866 (complete all 1210 precincts election night). https://archive.org/details/stateofcaliforn194050cali/page/n","SF Chronicle (NewsBank image scan via SFPL), 1950-06-07 p1 FINAL ELECTION EXTRA — COMPLETE, all 1210/1210 precincts",,,1950-06-06
1950-11-07,General,city,,429864,as recorded for this election,312137,certified / official canvass,72.6,301098,actual count as reported by the source,1950-11-08T03:00:00,96.5,,,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 1950-11-08 Governor SF sum=301098, 1210/1210 precincts, complete",,,1950-11-07
1951-11-06,Municipal,city,,,,255502,certified / official canvass,,255502,actual count as reported by the source,1951-11-07T03:00:00,100.0,,,,"SF Chronicle (NewsBank image scan via SFPL), 1951-11-07 p1 — complete Mayor count 255,502 across all 1209 precincts used as citywide floor","SF Chronicle (NewsBank image scan via SFPL), 1951-11-07 p1 FINAL ELECTION EXTRA 'Tally for Top City Offices' — COMPLETE semi-official, all 1209/1209 precincts election night",,,1951-11-06
1952-06-03,Primary,city,,,,271829,certified / official canvass,,271829,actual count as reported by the source,1952-06-04T03:00:00,100.0,,,,"CA SoS Statement of Vote (Primary 1952-06-03), SF County certified TOTAL BALLOTS CAST 271,829 (complete all 1304 precincts election night). https://archive.org/details/stateofcaliforn195262cali/page/n","SF Chronicle (NewsBank image scan via SFPL), 1952-06-04 p1 FINAL ELECTION EXTRA — COMPLETE, all 1304/1304 precincts",,,1952-06-03
1952-11-04,General,city,,431959,as recorded for this election,365972,certified / official canvass,84.7,362269,actual count as reported by the source,1952-11-05T03:00:00,99.0,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 365,972 = SOV SF 'total vote cast' line exactly.","SF Chronicle (NewsBank image scan via SFPL), 1952-11-05 President SF sum=362269, 1306/1306 precincts, complete",,,1952-11-04
1953-11-03,Municipal,city,,,,218961,certified / official canvass,,218961,actual count as reported by the source,1953-11-04T03:00:00,100.0,,,,"SF Chronicle (NewsBank image scan via SFPL), 1953-11-04 p1 'Election Returns' — printed complete total vote of city 218,961 (incl. 2,572 absentees, all 1306 precincts)","SF Chronicle (NewsBank image scan via SFPL), 1953-11-04 p1 FINAL 'Election Returns' box — COMPLETE semi-official, all 1306/1306 precincts election night",,,1953-11-03
1954-06-08,Primary,city,,,,223434,certified / official canvass,,223434,actual count as reported by the source,1954-06-09T03:00:00,100.0,,,,"CA SoS Statement of Vote (Primary 1954-06-08), SF County certified TOTAL BALLOTS CAST 223,434 (complete all 1304 precincts election night). https://archive.org/details/stateofcaliforn195262cali/page/n","SF Chronicle (NewsBank image scan via SFPL), 1954-06-09 p(B) FINAL Election Extra 'Here's How S.F. Voted' — COMPLETE, all 1304/1304 precincts",,,1954-06-08
1954-11-02,General,city,,401900,as recorded for this election,277602,certified / official canvass,69.1,246129,actual count as reported by the source,1954-11-03T03:00:00,88.7,,,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 1954-11-03 U.S. Senator SF sum=246129, 1302/1302 precincts, complete",,,1954-11-02
1955-11-08,Municipal,city,,,,239241,certified / official canvass,,239241,actual count as reported by the source,1955-11-09T03:00:00,100.0,,,,"SF Chronicle (NewsBank image scan via SFPL), 1955-11-09 p1 — complete Mayor count 239,241 across all 1300 precincts","SF Chronicle (NewsBank image scan via SFPL), 1955-11-09 p1 FINAL ELECTION EXTRA 'Vote for Officials' box — COMPLETE semi-official, all 1300/1300 precincts election night",,,1955-11-08
1956-06-05,Primary,city,,,,241195,certified / official canvass,,241195,actual count as reported by the source,1956-06-06T03:00:00,100.0,,,,"CA SoS Statement of Vote (Primary 1956-06-05), SF County certified TOTAL BALLOTS CAST 241,195 (complete all 1301 precincts election night). https://archive.org/details/stateofcaliforn195262cali/page/n","SF Chronicle (NewsBank image scan via SFPL), 1956-06-06 p1 FINAL ELECTION EXTRA 'How the Voting Went in S.F.' — COMPLETE, all 1301/1301 precincts",,,1956-06-05
1956-11-06,General,city,,397385,as recorded for this election,342652,certified / official canvass,86.2,320755,actual count as reported by the source,1956-11-07T03:00:00,93.6,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 342,652 = SOV SF 'total vote cast' line exactly (President contest 336,967: Eisenhower 173,648+Stevenson 161,766). CA SoS Statement of Vote 1956, https://archive.org/details/stateofcalifor","SF Chronicle (NewsBank image scan via SFPL), 1956-11-07 President SF sum=320755, 1300/1306 precincts, partial",,,1956-11-06
1957-11-05,Municipal,city,,,,199431,single-contest floor (a lower bound on ballots cast),,199431,actual count as reported by the source,1957-11-06T03:00:00,100.0,,,,"SF Chronicle (NewsBank image scan via SFPL), 1957-11-06 p1 — Prop A 199,431 (largest contest, all 1296 precincts) used as citywide turnout floor","SF Chronicle (NewsBank image scan via SFPL), 1957-11-06 p1 FINAL 'Final Tally in City Election' box — COMPLETE semi-official, all 1296/1296 precincts election night",,,1957-11-05
1958-06-03,Primary,city,,,,263476,certified / official canvass,,263476,actual count as reported by the source,1958-06-04T03:00:00,100.0,,,,"CA SoS Statement of Vote (Primary 1958-06-03), SF County certified TOTAL BALLOTS CAST 263,476 (near-complete 1274/1299 precincts election night). https://archive.org/details/stateofcaliforn195262cali/","SF Chronicle (NewsBank image scan via SFPL), 1958-06-04 p18 'Vote For Governor' county tables — NEAR-COMPLETE 1274/1299 precincts (98.1%)",,,1958-06-03
1958-11-04,General,city,,,,319179,certified / official canvass,,318839,actual count as reported by the source,1958-11-05T03:00:00,99.9,,,,"CA SoS Statement of Vote (Gen. Election Nov 4 1958), SF County certified TOTAL BALLOTS CAST 319,179 (Governor Brown 219,413+Knowland 90,430+write-ins=309,969)","SF Chronicle (NewsBank image scan via SFPL), 1958-11-05 p1A FINAL — COMPLETE semi-official, all 1300/1300 SF precincts election night",,,1958-11-04
1959-11-03,Municipal,city,,,,239963,certified / official canvass,,239963,actual count as reported by the source,1959-11-04T03:00:00,100.0,,,,"SF Chronicle (NewsBank image scan via SFPL), 1959-11-04 p1 — complete Mayor count 239,963 across all 1298 precincts","SF Chronicle (NewsBank image scan via SFPL), 1959-11-04 p1 FINAL ELECTION EXTRA 'Complete Vote' box — COMPLETE semi-official, all 1298/1298 precincts election night",,,1959-11-03
1960-06-07,Primary,city,,,,244368,certified / official canvass,,244368,actual count as reported by the source,1960-06-08T03:00:00,100.0,,,,"CA SoS Statement of Vote (Primary 1960-06-07), SF County certified TOTAL BALLOTS CAST 244,368 (complete all 1290 precincts election night). https://archive.org/details/stateofcaliforn195262cali/page/n","SF Chronicle (NewsBank image scan via SFPL), 1960-06-08 p1 FINAL ELECTION EXTRA 'Crucial Votes' — COMPLETE, all 1290/1290 precincts",,,1960-06-07
1960-11-08,General,city,,404613,as recorded for this election,348290,certified / official canvass,86.1,318462,actual count as reported by the source,1960-11-09T02:00:00,91.4,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 348,290 = SOV SF 'total vote cast' line exactly (President contest 342,219: Kennedy 197,734+Nixon 143,001+Decker 1,360+Hass 124). CA SoS Statement of Vote 1960, https://archive.org/details","SF Chronicle (NewsBank image scan via SFPL), 1960-11-09 p3 'Here Are Election Results--County-by-County' AP table, San Francisco row: 1,282 of 1,286 precincts reporting, Nixon 132,833 + Kennedy 185,62",,,1960-11-08
1961-11-07,Municipal,city,,,,190484,certified / official canvass,,190484,actual count as reported by the source,1961-11-08T03:00:00,100.0,,,,"SF Chronicle (NewsBank image scan via SFPL), 1961-11-08 p1 'Final S.F. Vote' — City Attorney complete 190,484 (O'Connor 125,869 + Sullivan 64,615, human-verified) used as citywide floor","SF Chronicle (NewsBank image scan via SFPL), 1961-11-08 p1 FINAL ELECTION EXTRA 'Final S.F. Vote' — COMPLETE election night",,,1961-11-07
1962-06-05,Primary,city,,,,171294,certified / official canvass,,171294,actual count as reported by the source,1962-06-06T03:00:00,100.0,,,,"SF Chronicle (NewsBank image scan via SFPL), 1962-06-06 p2 — U.S. Senator two-party sum 171,294 (all 1331 precincts) as citywide turnout floor","SF Chronicle (NewsBank image scan via SFPL), 1962-06-06 p2 'The Vote In S.F.' FINAL ELECTION EXTRA — COMPLETE, all 1331/1331 precincts",,,1962-06-05
1962-11-06,General,city,,,,287463,certified / official canvass,,287463,actual count as reported by the source,1962-11-07T03:00:00,100.0,,,,"Certified SF county Governor vote 287,463 (Brown 180,298 + Nixon 107,165), per 1962 CA gubernatorial election / CA Secretary of State Statement of Vote","SF Chronicle (NewsBank image scan via SFPL), 1962-11-07 p14 'How S.F. Voted' — COMPLETE semi-official, all 1332/1332 SF precincts election night",,,1962-11-06
1963-11-05,Municipal,city,,,,240768,certified / official canvass,,240768,actual count as reported by the source,1963-11-06T03:00:00,100.0,,,,"SF Chronicle (NewsBank image scan via SFPL), 1963-11-06 p1 — complete Mayor count 240,768 across all 1339 precincts","SF Chronicle (NewsBank image scan via SFPL), 1963-11-06 p1 ELECTION EXTRA FINAL 'The City Vote' box — COMPLETE semi-official, all 1339/1339 precincts election night",,,1963-11-05
1964-06-02,Primary,city,,,,216810,certified / official canvass,,216810,actual count as reported by the source,1964-06-03T03:00:00,100.0,,,,"SF Chronicle (NewsBank image scan via SFPL), 1964-06-03 p2 — U.S. Senator two-party sum 216,810 (all 1340 precincts) as citywide turnout floor","SF Chronicle (NewsBank image scan via SFPL), 1964-06-03 p2 'The Vote In S.F.' ELECTION EXTRA FINAL — COMPLETE, all 1340/1340 precincts",,,1964-06-02
1964-11-03,General,city,,389990,as recorded for this election,331612,certified / official canvass,85.0,310193,actual count as reported by the source,1964-11-04T02:00:00,93.5,313134,18478,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 331,612 consistent (>= SOV SF President 323,908: Johnson 230,758+Goldwater 92,994). CA SoS Statement of Vote 1964, https://archive.org/details/castatem196264cali","SF Chronicle (NewsBank image scan via SFPL), 'The Vote Tally' day-after paper, 1341 of 1341 precincts: president sum 310,193 (Johnson 221,343 + Goldwater 88,850)",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1964-11-03
1965-11-02,Municipal,city,,,,193035,single-contest floor (a lower bound on ballots cast),,193035,actual count as reported by the source,1965-11-03T03:00:00,100.0,,,,"SF Chronicle (NewsBank image scan via SFPL), 1965-11-03 p9 — Prop A 193,035 (largest contest, all 1342 precincts) used as citywide floor","SF Chronicle (NewsBank image scan via SFPL), 1965-11-03 p9 'The Propositions' box — COMPLETE, all 1342/1342 precincts reporting",,,1965-11-02
1966-06-07,Primary,city,,355271,as recorded for this election,226622,certified / official canvass,63.8,146496,lower bound (only part of the count could be extracted; the true night count is higher),1966-06-08T03:00:00,64.6,,,recovered canvass records (data/sf_archival_canvass_points.csv),"CA SoS Statement of Vote, June 1966 primary: SF total vote cast 226,622 (see data/provenance/sov_crosscheck_ledger.md)","SF Chronicle page scan (NewsBank/SFPL), 1966-06-08 p1B 'San Francisco Vote Tally (1342 of 1344 precincts)' box, FINAL edition: city Prop A (employee retirement benefits) Yes 58,194 + No 88,302 = 146,4",,,1966-06-07
1966-11-08,General,city,,372123,as recorded for this election,286049,certified / official canvass,76.9,267247,actual count as reported by the source,1966-11-09T03:00:00,93.4,,,recovered canvass records (data/sf_archival_canvass_points.csv),"CA SoS Statement of Vote, Nov 1966 general: SF total vote 286,049 (see data/provenance/sov_crosscheck_ledger.md)","SF Chronicle page scan (NewsBank/SFPL), 1966-11-09 ELECTION EXTRA p4 (PAGE C) 'S.F. Vote",,,1966-11-08
1967-11-07,Municipal,city,,,,249831,single-contest floor (a lower bound on ballots cast),,242170,actual count as reported by the source,1967-11-08T03:00:00,96.9,,,,"Certified Mayor-race total 249,831 per SF Examiner 1967-12-12 p16 'Final Returns'","SF Chronicle page scan (NewsBank/SFPL), 1967-11-08 p1/p1A 'San Francisco Vote Tally (1341 of 1341 Precincts)': Mayor 18-candidate sum 242,170",,,1967-11-07
1968-06-04,Primary,city,,348111,as recorded for this election,254825,certified / official canvass,73.2,112468,lower bound (only part of the count could be extracted; the true night count is higher),1968-06-05T03:00:00,44.1,,,recovered canvass records (data/sf_archival_canvass_points.csv),"CA SoS Statement of Vote, June 1968 primary: SF total vote cast 254,825","SF Chronicle page scan (NewsBank/SFPL), 1968-06-05 p1 'S.F. Voters Rescue Market St.': city Prop A (Market St bonds) Yes 77,906 + No 34,562 = 112,468",,,1968-06-04
1968-11-05,General,city,,374335,as recorded for this election,307012,certified / official canvass,82.0,255938,lower bound (only part of the count could be extracted; the true night count is higher),1968-11-06T02:00:00,83.4,287514,19498,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 'The Vote Tally' day-after paper, 1140 of 1282 precincts (press-deadline snapshot): president sum 255,938",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1968-11-05
1969-11-04,Municipal,city,,324138,as recorded for this election,199200,news-derived complete count,61.5,182237,actual count as reported by the source,1969-11-05T03:00:00,91.5,,,recovered canvass records (data/sf_archival_canvass_points.csv),"Official canvass 199,200 votes cast of 324,138 registered per SF Examiner 1969-11-19 p68 'Official City Vote Count'","SF Chronicle page scan (NewsBank/SFPL), 1969-11-05 p1B 'San Francisco Vote Tally', 1200/1204 precincts semi-official: Prop B (Hunters Point school bonds) Yes 95,252 + No 86,985 = 182,237, the largest",,,1969-11-04
1970-06-02,Primary,city,,337127,as recorded for this election,214943,certified / official canvass,63.8,108659,lower bound (only part of the count could be extracted; the true night count is higher),1970-06-03T03:00:00,50.6,,,recovered canvass records (data/sf_archival_canvass_points.csv),"CA SoS Statement of Vote, June 1970 primary: SF total vote cast 214,943 (see data/provenance/sov_crosscheck_ledger.md)","SF Chronicle page scan (NewsBank/SFPL), 1970-06-03 p1B 'San Francisco Vote Tally' box, 603/1208 precincts semi-official: printed 'Total voters reported: 108,659'",,,1970-06-02
1970-11-03,General,city,,372032,as recorded for this election,262398,certified / official canvass,70.5,245497,actual count as reported by the source,1970-11-04T03:00:00,93.6,,,recovered canvass records (data/sf_archival_canvass_points.csv),"CA SoS Statement of Vote, Nov 1970 general: SF Total Ballots Cast 262,398 (see data/provenance/sov_crosscheck_ledger.md)","SF Chronicle page scan (NewsBank/SFPL), 1970-11-04 p1A 'San Francisco Vote Tally' box, 1331/1350 precincts semiofficial: Governor sum 245,497",,,1970-11-03
1971-11-02,Municipal,city,,340404,as recorded for this election,258227,certified / official canvass,75.9,258164,actual count as reported by the source,1971-11-03T03:00:00,100.0,,,recovered canvass records (data/sf_archival_canvass_points.csv),"Official canvass per SF Chronicle 1971-11-23 p4: 258,227 voters, 75.8 percent of registered (registration 340,404 printed 1971-11-03 p1B)","SF Chronicle page scan (NewsBank/SFPL), 1971-11-23 p4 'Official Tally",,,1971-11-02
1972-06-06,Primary,city,,368357,as recorded for this election,234840,certified / official canvass,63.8,,,,,218176,16664,recovered canvass records (data/sf_archival_canvass_points.csv),"SF Dept. of Elections historical turnout table (1899–2019): certified 234,840","documented dead end: punch-card debut, no overnight figures printed",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1972-06-06
1972-11-07,General,city,,426338,as recorded for this election,316803,certified / official canvass,74.3,292341,actual count as reported by the source,1972-11-08T02:00:00,92.3,289010,27793,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), day-after Vote Tally, 1300 of 1351 precincts: president sum 292,341 (McGovern 163,333 + Nixon 122,937 + Schmitz 3,579 + Spock 2,492)",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1972-11-07
1973-11-06,Municipal,city,,337065,as recorded for this election,202237,certified / official canvass,60.0,117066,lower bound (only part of the count could be extracted; the true night count is higher),1973-11-07T02:00:00,57.9,190080,12157,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 1973-11-07 'SF Vote Tally', COMPLETE 1,000/1,000 precincts: supervisors race, Feinstein 117,066",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1973-11-06
1974-06-04,Primary,city,,350380,as recorded for this election,198508,certified / official canvass,56.7,89229,lower bound (only part of the count could be extracted; the true night count is higher),1974-06-05T02:00:00,44.9,184369,14139,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 1974-06-05 'SF Vote Tally', PARTIAL 815 of 1,356 precincts: Prop A (Elective BART Board) 55,698 yes / 33,531 no = 89,229 - mid-night partial floor",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1974-06-04
1974-11-05,General,city,,369005,as recorded for this election,228586,certified / official canvass,61.9,169752,lower bound (only part of the count could be extracted; the true night count is higher),1974-11-06T03:00:00,74.3,213114,15472,recovered canvass records (data/sf_archival_canvass_points.csv),"SF Dept. of Elections historical turnout table (1899–2019): certified 228,586","SF Chronicle page scan (NewsBank/SFPL), 1974-11-06 p5 (main-section front '1D') 'SAN FRANCISCO -- How the City Voted' box, 775/1359 precincts semi-official: Governor sum 169,752",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1974-11-05
1975-11-04,Municipal,city,,296505,as recorded for this election,215559,certified / official canvass,72.7,209980,actual count as reported by the source,1975-11-05T02:00:00,97.4,206167,9392,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), day-after front-page scoreboard, 'Percent Precincts Reported: 99.19%' of 942: mayor contest sum 209,980",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1975-11-04
1975-12-11,Runoff,city,,302344,as recorded for this election,200804,certified / official canvass,66.4,198741,actual count as reported by the source,1975-12-12T02:00:00,99.0,190741,10063,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), Friday 1975-12-12 front page (masthead-verified), 'Moscone Elected in Runoff",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1975-12-11
1976-06-08,Primary,city,,311254,as recorded for this election,208884,certified / official canvass,67.1,156214,lower bound (only part of the count could be extracted; the true night count is higher),1976-06-09T03:00:00,74.8,191684,17200,recovered canvass records (data/sf_archival_canvass_points.csv),"SF Dept. of Elections historical turnout table (1899–2019): certified 208,884","SF Chronicle page scan (NewsBank/SFPL), 1976-06-09 p1-A 'San Francisco Vote Tally' box: state Prop 15 (nuclear power) sum 156,214 (Yes 78,324 + No 77,890)",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1976-06-08
1976-11-02,General,city,,345954,as recorded for this election,252932,certified / official canvass,73.1,149461,lower bound (only part of the count could be extracted; the true night count is higher),1976-11-02T23:00:00,59.1,231144,21788,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 1976-11-03 p3 'S.F. Results' box, MID-NIGHT PARTIAL 545 of 935 precincts: Carter 77,452 + Ford 63,186 + others 8,823 = 149,461",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1976-11-02
1977-08-02,Special,city,,336046,as recorded for this election,178367,certified / official canvass,53.1,174308,lower bound (only part of the count could be extracted; the true night count is higher),1977-08-03T03:00:00,97.7,161622,16745,recovered canvass records (data/sf_archival_canvass_points.csv),"SF Dept. of Elections historical turnout table (1899–2019): certified 178,367","SF Chronicle print edition via NewsBank page image (SFPL ezproxy), 1977-08-03 FRONT PAGE (operator-directed backward walk, read live 2026-07-08): 'With all 735 precincts reporting, this was the outcom",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1977-08-02
1977-11-08,Municipal,city,,339306,as recorded for this election,175582,certified / official canvass,51.7,173555,actual count as reported by the source,1977-11-09T02:00:00,98.8,162209,13373,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), day-after 'Low Turnout' article (Jerry Burns): 'The final, unofficial results showed that just 51.2 percent of the city's 339,306 registered voters went to",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1977-11-08
1978-06-06,Primary,city,,350856,as recorded for this election,203931,certified / official canvass,58.1,95129,lower bound (only part of the count could be extracted; the true night count is higher),1978-06-07T02:00:00,46.6,185959,17972,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 1978-06-07 'S.F. VOTE', PARTIAL 81.3% of 912 precincts: Democratic governor primary sum 95,129 (Brown 80,761 + others)",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1978-06-06
1978-11-07,General,city,,380749,as recorded for this election,238667,certified / official canvass,62.7,223147,lower bound (only part of the count could be extracted; the true night count is higher),1978-11-08T02:00:00,93.5,197263,20702,recovered canvass records (data/sf_archival_canvass_points.csv),"CA SoS Statement of Vote (Gen. Election Nov 7 1978), SF County certified TOTAL BALLOTS CAST 238,667","SF Chronicle (NewsBank image scan via SFPL), 'S.F. VOTE' day-after paper 1978-11-08 (tbl_19781107_issue19781108_p6): governor sum 223,147",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1978-11-07
1979-11-06,Municipal,city,,372061,as recorded for this election,204869,certified / official canvass,55.1,192462,actual count as reported by the source,1979-11-07T02:00:00,93.9,190396,14473,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 1979-11-07/08 'COMPLETE S.F. VOTE' box, 100% precincts: mayor sum 192,462",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1979-11-06
1980-06-03,Primary,city,,403382,as recorded for this election,206366,certified / official canvass,51.2,131324,lower bound (only part of the count could be extracted; the true night count is higher),1980-06-04T03:00:00,63.6,191196,15170,recovered canvass records (data/sf_archival_canvass_points.csv),"SF Dept. of Elections historical turnout table (1899–2019): certified 206,366","SF Chronicle page scan (NewsBank/SFPL), 1980-06-04 p2 'S.F. VOTE' box, 70% precincts reporting: state Prop 9 SF sum 131,324 (Yes 37,691 + No 93,633)",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019),1980-06-03
