date,election_type,registration,total_turnout,night_of_count,eday_turnout,vbm_turnout,registration_source,total_turnout_source,night_of_count_source,eday_turnout_source,vbm_turnout_source
1981-11-03,Municipal,395213,99658,91078,88783,10875,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), day-after SF VOTE table, 100% precincts reporting: Prop B (cable car fare) sum 91,078",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1982-06-08,Primary,344483,176381,96282,156646,19735,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle print edition via NewsBank page image (SFPL ezproxy), 1982-06-09 'HOW SAN FRANCISCO VOTED' table, p8 of the scanned issue, table headed '64% of vote' [partial or contest-sum floor - a lower bound]",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1982-11-02,General,377069,238991,230991,211195,27796,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle ELECTION EXTRA edition via NewsBank page image (SFPL ezproxy), 1982-11-03",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1983-04-26,Recall,354104,167267,156312,107973,59294,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 1983-04-27 front page 'FINAL VOTE ON RECALL' box: ABSENTEES 5,690 yes / 45,343 no",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1983-11-08,Municipal,371005,170628,142709,141198,29430,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle 1983-11-09 p24 'S.F. VOTE' table, 100% precincts reporting: Prop A (Recall Election) 106,762 yes / 35,947 no = 142,709 - conservative night floor",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1984-06-05,Primary,375799,180741,155192,151013,29728,recovered canvass records (data/sf_archival_canvass_points.csv),"SF Dept. of Elections historical turnout table (1899–2019): certified 180,741","SF Chronicle print edition via NewsBank page image (SFPL ezproxy), 1984-06-06 ELECTION SPECIAL edition, p2 'HOW SAN FRANCISCO VOTED' full-page table, every citywide block at '708 of 708 precincts repo [partial or contest-sum floor - a lower bound]",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1984-11-06,General,424091,298517,282479,253931,44586,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),SF Chronicle 1984-11-07 p6 'ELECTION RESULTS,SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1985-11-05,Municipal,399422,107920,99799,84547,23373,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"Mercury News via NewsBank (SFPL), 'HIGH-RISE INITIATIVE KNOCKED DOWN BY S.F. VOTERS' 1985-11-06 (0EB7270FCB474F36): 'With 706 of 709 precincts reporting, 78,115 voters or 78.3 percent opposed the mari",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1986-06-03,Primary,369468,146480,125143,125143,21337,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Examiner via ProQuest (SFPL ezproxy), 1986-06-04 p27 (docview 2233735509, page image verified): county clerk comparison quote gives 'San Francisco at 12:09 a.m.' for precinct-tally completion, 'whe",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1986-11-04,General,385847,236863,194787,202055,34808,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle print edition via NewsBank page image (SFPL ezproxy), 1986-11-05 'HOW SAN FRANCISCO VOTED' full-page results table, p10 of the scanned issue [partial or contest-sum floor - a lower bound]",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1987-04-07,Special,280811,111523,101728,80547,30976,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"Daily Breeze (Torrance) via NewsBank (SFPL) 1987-04-08 (112EE1ADC510F388): 'unofficial results from 521 of 545 precincts, including absentee ballots, showed Pelosi with 36 percent of the ballots, or 3",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1987-06-02,Special,363356,93010,73822,57889,35121,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"Sacramento Bee via NewsBank (SFPL), 'PELOSI CAPTURES SF HOUSE SEAT' 1987-06-03 (0EB4EF507671A536): 'With all 543 precincts reporting, Pelosi received 45,770 votes, or 62 percent of the total'",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1987-11-03,Municipal,378546,193742,176861,156480,37262,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'HOW SAN FRANCISCO VOTED' results table, day-after paper (0EB4EFBF57FB21D3): largest contest YES 82832 + NO 94029 = 176,861 at complete table",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1987-12-08,Runoff,380852,153720,145085,113400,40320,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'Agnos Is Mayor By a Landslide' day-after paper (0EB4EFD4DF2DACBC), 711 of 711 precincts: mayor sum 145,085 (Agnos 101,519 + Molinari 43,566)",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1988-06-07,Primary,383675,185420,154564,156474,28946,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'SAN FRANCISCO' results table 1988-06-08 (0EB4F08B19EDFCA0), 619 of 619 precincts reporting: Prop A S.F. School Bonds YES 124,321 + NO 30,243 = 154,564",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1988-11-08,General,435536,292097,252097,208546,83551,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 1988-11-10 (0EB4F0EB158C3BF3): election-night state 'with most votes counted, except about 40,000 absentee ballots'",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1989-11-07,Municipal,405536,181862,171210,144657,37205,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 1989-11-08 (0EB4F1E1F451DBA3): night results table 621/621 precincts, Prop P China Basin Ballpark 84,618 yes / 86,592 no (the measure that lost by 1,974)",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1990-06-05,Primary,389552,161989,128838,122026,39963,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'HOW SAN FRANCISCO VOTED' results table, day-after paper (0EB4F275B3B60120): largest contest YES 84182 + NO 44656 = 128,838 at 621 of 621 precincts",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1990-11-06,General,409163,236413,195318,181425,54988,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'HOW SAN FRANCISCO VOTED' results table, day-after paper (0EB4F2D05F2947B9): largest contest YES 122078 + NO 73240 = 195,318 at 621 of 621 precincts",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1991-11-05,Municipal,421919,200875,187990,156090,44785,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 1991-11-06 (13E41D6D56423A18): night table 628/628 precincts, mayor contest sum 187,990",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1991-12-10,Runoff,425316,215751,189366,143839,71912,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 1991-12-11 (13E41D5657CC3578): night table 627/627 precincts, Jordan 98,491 / Agnos 90,875",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1992-06-02,Primary,432838,182577,154916,143468,39109,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'HOW SAN FRANCISCO VOTED' results table, day-after paper (0EB4F40E4FE1D147): largest contest YES 112987 + NO 41929 = 154,916 at 606 of 606 precincts",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1992-11-03,General,477726,329695,266868,255071,74624,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 1992-11-04 'HOW SAN FRANCISCO VOTED' box (masthead-verified Wednesday Nov 4), 513 of 609 precincts reporting: president sum 266,868 [partial or contest-sum floor - a lower bound]",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1993-06-15,Special,421635,84786,79338,50131,34655,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 1993-06-16 (0EB4F5238AE9867C): night count Prop A 58,495 yes / 20,843 no",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1993-11-02,General,425034,158146,128880,113377,44769,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"Daily News of Los Angeles via NewsBank (SFPL) 1993-11-03 (0EF619F3197DEDB0): Prop BB 'all 542 precincts reporting, 65,768 voters, or 51 percent, approved... while 63,112, or 48.9 percent, opposed' = 1",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1994-06-07,Primary,422776,135495,110974,98564,36931,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 1994-06-09 (0EB4F5EC914918D5): night table 551/551 precincts, Prop A 76,181 yes / 34,793 no",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1994-11-08,General,450649,249669,,175502,74167,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),,SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1995-11-07,Municipal,417883,216735,176816,152017,64718,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"Mercury News via NewsBank (SFPL), 'BROWN, JORDAN SLASH INTO RUNOFF' 1995-11-08 (0EB71F0BA8326C82): 'With all precincts reporting, Brown topped the field with 61,709, or 34.9 percent of the vote'",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1995-12-12,Runoff,425969,198326,135231,130573,67753,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 1995-12-13 (0EB4F70FC8AEDEDE): MID-NIGHT partial, 339 of 551 precincts: Brown 73,403 / Jordan 61,828 - conservative floor [partial or contest-sum floor - a lower bound]",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1996-03-26,Primary,440254,178165,106231,126643,51522,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 1996-03-27 'HOW SAN FRANCISCO VOTED' box, 400 of 650 precincts reporting: Prop B (Giants ballpark) YES 70,013 (65.9%) + NO 36,218 = 106,231 [partial or contest-sum floor - a lower bound]",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1996-11-05,General,481902,298648,278872,223339,75309,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'HOW SAN FRANCISCO VOTED' results table, day-after paper (0EB4F778AD67824B): largest contest YES 160787 + NO 118085 = 278,872 at complete table",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1997-06-03,Special,411230,178948,174448,129156,49792,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 1997-06-04 (0EB4F7B76F4FACD0): absentees counted into predawn",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1997-11-04,Municipal,413355,125697,109772,87352,38345,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'HOW SAN FRANCISCO VOTED' results table, day-after paper (0EB4F7DEF0A4AE98): largest contest YES 58257 + NO 51515 = 109,772 at 599 of 599 precincts",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1998-06-02,Primary,430794,199157,137554,137812,61345,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle print edition via NewsBank page image (SFPL ezproxy), 1998-06-03 'HOW SAN FRANCISCO VOTED' box, Bay Area Election section, two-star (later) edition p25 of the scanned issue [partial or contest-sum floor - a lower bound]",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1998-11-03,General,448888,250719,183839,183839,66880,recovered canvass records (data/sf_archival_canvass_points.csv),DOE turnout history 1960-2002 (certified),"SF Examiner via ProQuest (SFPL ezproxy), 1998-11-04 p21 (docview 2195434094): 'With all the precincts in but no absentee ballots counted'",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1999-11-02,Municipal,453151,203674,62334,151447,52227,recovered canvass records (data/sf_archival_canvass_points.csv),DOE turnout history 1960-2002 (certified),"SF Chronicle print edition via NewsBank page image (SFPL ezproxy), 1999-11-03 front page 'BAY AREA HIGHLIGHTS' box and pA22 'County-by-County Bay Area Election Results' table, final (six-star) edition [partial or contest-sum floor - a lower bound]",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
1999-12-14,Runoff,467295,228247,202982,154357,73890,recovered canvass records (data/sf_archival_canvass_points.csv),DOE turnout history 1960-2002 (certified),"AP News Service via NewsBank (SFPL), 'Brown Re-Elected in San Francisco' 1999-12-15 (1416CAE24B18C648): 'With all but one of the 645 precincts reporting today, Brown had 120,731 votes or 59.4 percent",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
2000-03-07,Primary,468198,210229,175673,155955,54274,recovered canvass records (data/sf_archival_canvass_points.csv),DOE turnout history 1960-2002 / SOV sf000307.xls (certified),"SF Chronicle via NewsBank (SFPL), 'HOW SAN FRANCISCO VOTED' results table, day-after paper (0EB4F911DFCBFDCC): largest contest YES 55086 + NO 120587 = 175,673 at complete table",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
2000-11-07,General,486636,324031,251382,241234,82797,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle print edition via NewsBank page image (SFPL ezproxy), 2000-11-08 p14 'HOW SAN FRANCISCO VOTED' county table (operator-directed hunt, page image hand-read 2026-07-07): PRESIDENT block, '59 [partial or contest-sum floor - a lower bound]",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
2000-12-12,Runoff,398234,129629,38445,81670,47959,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Examiner via ProQuest (SFPL ezproxy), 2000-12-13 pA6 (docview 2206415258, image-verified): 'With 38,445 ballots counted, Daly had won 76 percent to Dittenhafer's 23 percent' at 8:30 PM election nig [partial or contest-sum floor - a lower bound]",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
2001-11-06,Municipal,452543,134024,107927,96876,37148,recovered canvass records (data/sf_archival_canvass_points.csv),DOE turnout history 1960-2002 (certified),"SF Chronicle via NewsBank (SFPL), 'HOW SAN FRANCISCO VOTED' results table, day-after paper (0EFA4E27C2E6192C): largest contest YES 54898 + NO 53029 = 107,927 at complete table",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
2001-12-11,Runoff,453961,75267,66000,44294,30973,recovered canvass records (data/sf_archival_canvass_points.csv),"post-certification results page capture 2002-02-14 (75,267)","SF Chronicle print edition via NewsBank page image (SFPL ezproxy), 2001-12-12 pA24 'Herrera wins city attorney runoff' jump from the pA23 Bay Area front",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
2002-03-05,Primary,440016,150249,85801,98669,51580,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Examiner via ProQuest (SFPL ezproxy), 2002-03-06 p7 'MARCH 5 RESULTS (Reported as of 11:00 p.m.)' [partial or contest-sum floor - a lower bound]","DOE SOV sf020305.xls (mirror/doe-archives), sheet 'Propositions'","DOE SOV sf020305.xls (mirror/doe-archives), sheet 'Propositions'"
2002-11-05,General,449508,225102,169484,159645,65457,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Examiner via ProQuest (SFPL ezproxy), 2002-11-06 p4 [partial or contest-sum floor - a lower bound]","DOE SOV sf021105.xls (mirror/doe-archives), sheet 'PROPOSITIONS'","DOE SOV sf021105.xls (mirror/doe-archives), sheet 'PROPOSITIONS'"
2002-12-10,Runoff,93537,35897,15022,19079,16818,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Examiner via ProQuest (SFPL ezproxy), 2002-12-11 'Dufty, Ma win runoff' (docview 2206420768): the election-night results-board photograph shows a partial 15,022 [partial or contest-sum floor - a lower bound]",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
2003-10-07,Special,454929,269143,233233,187647,81496,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"CNN recall results county page mirroring the official feed, Wayback capture 2003-10-10 [partial or contest-sum floor - a lower bound]",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
2003-11-04,Municipal,459213,209723,177650,140010,69713,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'ELECTION RESULTS",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
2003-12-09,Runoff,466127,253872,225681,162673,91199,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"AP News Service via NewsBank (SFPL), 'Democrat Newsom Wins S.F. Mayoral Vote' 2003-12-10: 'With all precincts reporting, Newsom... received 118,651 votes, or 53 percent, to 107,030 votes, or 47 percen [partial or contest-sum floor - a lower bound]",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
2004-03-02,Primary,448948,190828,143244,120104,70724,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 2004-03-03 results box, SAN FRANCISCO column, 577 of 577 precincts reporting (complete night release): Measure H (public education fund) YES 101,657 + NO 4",https://elections.cdn.sos.ca.gov/sov/2004-primary/voter_part_by_county.pdf,https://elections.cdn.sos.ca.gov/sov/2004-primary/voter_part_by_county.pdf
2004-11-02,General,486937,361822,271058,226354,135468,recovered canvass records (data/sf_archival_canvass_points.csv),CA SoS SOV voter participation stats (certified),https://web.archive.org/web/20041104022244/http://www.sfgov.org:80/site/uploadedfiles/election/nstats.htm,https://elections.cdn.sos.ca.gov/sov/2004-general/sov_pref_pg7_8_voter_participation_stats.pdf,https://elections.cdn.sos.ca.gov/sov/2004-general/sov_pref_pg7_8_voter_participation_stats.pdf
2005-11-08,Special,428481,229714,153606,136897,92817,recovered canvass records (data/sf_archival_canvass_points.csv),"PR_FinalNov8thElectionResults2.pdf (certified, Dec 7 2005)","SF Chronicle via NewsBank (SFPL), 'ELECTION 2005 RESULTS",https://elections.cdn.sos.ca.gov/sov/2005-special/sov_pref_pgvi_vii_voter_participation_stats.pdf,https://elections.cdn.sos.ca.gov/sov/2005-special/sov_pref_pgvi_vii_voter_participation_stats.pdf
2006-06-06,Primary,421094,156272,103555,81132,75140,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 2006-06-07 results box, SAN FRANCISCO column, 578 of 578 precincts reporting (complete night release): Measure B (eviction disclosure) YES 54,492 + NO 49,0",https://elections.cdn.sos.ca.gov/sov/2006-primary/p5regandpart.pdf,https://elections.cdn.sos.ca.gov/sov/2006-primary/p5regandpart.pdf
2006-11-07,General,418285,253719,125536,145371,108348,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"California Institute for Federal Policy Research, calinst.org/2006elections/ [partial or contest-sum floor - a lower bound]",https://elections.cdn.sos.ca.gov/sov/2006-general/complete_sov.pdf,https://elections.cdn.sos.ca.gov/sov/2006-general/complete_sov.pdf
2007-11-06,Municipal,419598,149465,48104,71276,78189,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle via NewsBank (SFPL), 'NEWSOM'S 2ND ACT' 2007-11-07 pA1 (11CC61605959E228): 'not a single ballot cast anywhere in the city Tuesday showed up in the vote totals released Tuesday night, whic [partial or contest-sum floor - a lower bound]",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
2008-02-05,Primary,415761,269212,169840,158995,110217,recovered canvass records (data/sf_archival_canvass_points.csv),https://elections.cdn.sos.ca.gov/sov/2008-primary/04_voter_stats_by_county_feb08.pdf,"SF Chronicle (NewsBank image scan via SFPL), 2008-02-06 pB3 'BAY AREA ELECTION RESULTS' box, San Francisco column, 450 of 580 precincts reporting: Prop A sum 169,840 [partial or contest-sum floor - a lower bound]",https://elections.cdn.sos.ca.gov/sov/2008-primary/04_voter_stats_by_county_feb08.pdf,https://elections.cdn.sos.ca.gov/sov/2008-primary/04_voter_stats_by_county_feb08.pdf
2008-04-08,Primary,79340,19742,16500,5332,14410,recovered canvass records (data/sf_archival_canvass_points.csv),SF Dept. of Elections historical turnout table (1899–2019),"SF Chronicle via NewsBank (SFPL), 'Voters elect Speier to finish term of Rep. Lantos' 2008-04-09 pB1 (John Wildermuth): 'With all the San Francisco precincts reporting... About 17,000 ballots were cas",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
2008-06-03,Primary,430259,173035,108611,83441,89594,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 2008-06-04 results box, SAN FRANCISCO column, 515 of 580 precincts reporting: Prop A (SFUSD parcel tax) YES 75,599 (69.61) + NO 33,012 = 108,611, printed p [partial or contest-sum floor - a lower bound]",https://elections.cdn.sos.ca.gov/sov/2008-statewide-direct-primary/03_voter_stats_by_county_june_08.pdf,https://elections.cdn.sos.ca.gov/sov/2008-statewide-direct-primary/03_voter_stats_by_county_june_08.pdf
2008-11-04,General,477651,388112,236590,209527,178585,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Examiner via ProQuest (SFPL ezproxy), retrospective night reconstruction: the Wednesday-afternoon total was 241,090 and both the 2008-11-06 p6 news story",https://elections.cdn.sos.ca.gov/sov/2008-general/3_voter_part_stats_by_county.pdf,https://elections.cdn.sos.ca.gov/sov/2008-general/3_voter_part_stats_by_county.pdf
2009-05-19,Special,465428,130644,97958,46920,83724,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"CA Secretary of State County Reporting Status page, Wayback capture 2009-05-20 (reproduction: curl http://web.archive.org/web/20090520202706id_/http://vote.sos.ca.gov/returns/status.htm): San Francisc",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
2009-11-03,Municipal,451988,102061,69733,32464,69597,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"DOE Election Summary page (live), 'Last Updated: 11/3/2009 10:14 PM', 428 of 428 precincts: Total Ballots Cast 69,733 (15.43% of registered)",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
2010-06-08,Primary,447985,155533,100698,63607,91926,recovered canvass records (data/sf_archival_canvass_points.csv),https://sfelections.org/results/20100608/summary.php,"SF Chronicle (NewsBank image scan via SFPL), 2010-06-09 statewide proposition county tables, San Francisco row, Prop 16: YES 32,542 (32%) + NO 68,156 (68%) = 100,698, printed pcts validate [partial or contest-sum floor - a lower bound]",https://sfelections.org/results/20100608/summary.php (per-party turnout blocks summed),https://sfelections.org/results/20100608/summary.php (per-party turnout blocks summed)
2010-11-02,General,461771,284625,174563,141319,143306,recovered canvass records (data/sf_archival_canvass_points.csv),https://www.sfelections.org/results/20101102/,"CA Secretary of State County Summary Status (contest_summary.pdf p2), page-self-reported Last Report 11/02 11:54 pm PDT, captured 2010-11-03 07:11:38 UTC (00:11 PDT, inside the night window): San Fran",https://elections.cdn.sos.ca.gov/sov/2010-general/03-voter-particpation-stats-by-county.pdf,https://elections.cdn.sos.ca.gov/sov/2010-general/03-voter-particpation-stats-by-county.pdf
2011-11-08,Municipal,464380,197242,86865,84269,112973,recovered canvass records (data/sf_archival_canvass_points.csv),https://www.sfelections.org/results/20111108/,"SFist election-night liveblog (still live: https://sfist.com/2011/11/08/election_night_results/), 10:22 p.m. entry at '100% of precincts': DOE-attributed mayoral first-choice counts Lee 44,451 + Avalo [partial or contest-sum floor - a lower bound]",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
2012-06-05,Primary,470668,145105,106273,49779,95326,recovered canvass records (data/sf_archival_canvass_points.csv),https://www.sfelections.org/results/20120605/,"SF Chronicle (NewsBank image scan via SFPL), 2012-06-06 statewide proposition county tables, San Francisco row, Prop 29 (cigarette tax): YES 77,676 (73%) + NO 28,597 (27%) = 106,273, printed pcts vali [partial or contest-sum floor - a lower bound]",https://elections.cdn.sos.ca.gov/sov/2012-primary/pdf/03-voter-reg-stats-by-county.pdf,https://elections.cdn.sos.ca.gov/sov/2012-primary/pdf/03-voter-reg-stats-by-county.pdf
2012-11-06,General,502841,364875,260535,171679,193196,recovered canvass records (data/sf_archival_canvass_points.csv),https://www.sfelections.org/results/20121106/,https://web.archive.org/web/20121107165615/http://sfelections.org/results/20121106/index.php,https://elections.cdn.sos.ca.gov/sov/2012-general/03-voter-participation-stats-by-county.pdf,https://elections.cdn.sos.ca.gov/sov/2012-general/03-voter-participation-stats-by-county.pdf
2013-11-05,Municipal,440028,128937,95000,43534,85403,recovered canvass records (data/sf_archival_canvass_points.csv),https://www.sfelections.org/results/20131105/,"SF Examiner via ProQuest (SFPL ezproxy), 2013-11-06 p6",SF Dept. of Elections historical turnout table (1899-2019),SF Dept. of Elections historical turnout table (1899-2019)
